Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	NZ_CP020408.2	851557	851790	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP020408.2	851795	852613	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP020408.2	864615	865736	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP012666.1	313910	314536	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP012667.1	1779780	1780901	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP012667.1	1792903	1793721	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP012667.1	1793726	1793959	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP012667.1	1793946	1795613	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP012668.1	937	1749	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
NA	NZ_CP012668.1	5470	6327	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NA	NA
NA	NZ_CP012668.1	9963	10601	+	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
NA	NZ_CP012668.1	12216	13397	+	tet(D)	tetracycline efflux MFS transporter Tet(D)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	394	394	100.00	100.00	394	WP_001039466.1	tetracycline efflux MFS transporter Tet(D)	NA	NA
NA	NZ_CP012668.1	17504	18976	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN	EXACTX	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NA	NA
NA	NZ_CP012668.1	19035	19916	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	EXACTX	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NA	NA
NA	NZ_CP012668.1	23405	24193	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
NA	NZ_CP012668.1	24360	24704	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
NA	NZ_CP012668.1	24701	25537	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
NA	NZ_CP012668.1	31697	32530	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
NA	NZ_CP012668.1	32533	33333	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
NA	NZ_CP012668.1	33397	34209	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
NA	NZ_CP012668.1	40701	41912	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.75	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
NA	NZ_CP012668.1	44421	45233	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
NA	NZ_CP012668.1	132933	133790	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
NA	NZ_CP016987.1	1400616	1402283	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.20	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP016987.1	1402270	1402503	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP016987.1	1402508	1403326	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	99.27	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP024162.1	1673074	1674195	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP024162.1	1686197	1687015	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP024162.1	1687020	1687253	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP024162.1	1687240	1688907	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP024163.1	313491	314117	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP025936.1	1452438	1453559	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP025936.1	1465561	1466379	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP025936.1	1466384	1466617	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP025936.1	1466604	1468271	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP025937.1	313332	313958	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP024867.1	1452127	1453248	+	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP024867.1	1465250	1466068	-	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP024867.1	1466073	1466306	-	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP024867.1	1466293	1467960	-	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP024868.1	313982	314608	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP028827.1	1392595	1394262	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.38	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP028827.1	1394249	1394482	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP028827.1	1394487	1395305	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	273	273	100.00	100.00	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP028827.1	1407307	1408428	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTX	374	374	100.00	100.00	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP028828.1	317618	318244	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
NA	NZ_CP043554.1	1358638	1360305	+	almE	lipid A modification system glycine--protein ligase AlmE	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	556	556	100.00	98.74	556	WP_252944138.1	lipid A modification system glycine--protein ligase AlmE	NA	NA
NA	NZ_CP043554.1	1360292	1360525	+	almF	lipid A modification system glycine carrier protein AlmF	core	AMR	AMR	COLISTIN	COLISTIN	EXACTX	78	78	100.00	100.00	78	WP_000806242.1	lipid A modification system glycine carrier protein AlmF	NA	NA
NA	NZ_CP043554.1	1360530	1361348	+	almG	glycine--lipid A transferase AlmG	core	AMR	AMR	COLISTIN	COLISTIN	BLASTX	273	273	100.00	99.27	273	WP_001881365.1	glycine--lipid A transferase AlmG	NA	NA
NA	NZ_CP043554.1	1373335	1374456	-	varG	VarG family subclass B1-like metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	374	374	100.00	99.73	374	WP_000778180.1	VarG family subclass B1-like metallo-beta-lactamase	NA	NA
NA	NZ_CP043556.1	955487	956113	+	catB9	type B-5 chloramphenicol O-acetyltransferase CatB9	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	209	209	100.00	100.00	209	WP_001009012.1	type B-5 chloramphenicol O-acetyltransferase CatB9	NA	NA
